User,WorkingHours,@timestamp,BU,type
rodr,14:04:23,2020-06-22 19:34:52.206140,VG,elk
damayant,11:39:29,2020-06-22 19:34:52.206140,VG,elk
micha,1:36:04,2020-06-22 19:34:52.206140,VG,elk
alvarez,5:07:39,2020-06-22 19:34:52.206140,VG,elk
acha,1:59:40,2020-06-22 19:34:52.206140,VG,elk
yanjie,11:19:49,2020-06-22 19:34:52.206140,VG,elk
wenbo,18:12:33,2020-06-22 19:34:52.206140,VG,elk
pzhang,6:19:31,2020-06-22 19:34:52.206140,VG,elk
yanc,9:23:31,2020-06-22 19:34:52.206140,VG,elk
zhaoyu,15:00:00,2020-06-22 19:34:52.206140,VG,elk
xiaom,11:12:07,2020-06-22 19:34:52.206140,VG,elk
kun,7:50:17,2020-06-22 19:34:52.206140,VG,elk
tlguo,14:31:57,2020-06-22 19:34:52.206140,VG,elk
yis,9:55:14,2020-06-22 19:34:52.206140,VG,elk
siyang,0:13:35,2020-06-22 19:34:52.206140,VG,elk
gfchen,0:39:04,2020-06-22 19:34:52.206140,VG,elk
cli,21:44:14,2020-06-22 19:34:52.206140,VG,elk
junl,13:43:39,2020-06-22 19:34:52.206140,VG,elk
xue,6:50:21,2020-06-22 19:34:52.206140,VG,elk
yanshi,1:11:12,2020-06-22 19:34:52.206140,VG,elk
qiao,8:36:26,2020-06-22 19:34:52.206140,VG,elk
wangl,9:37:16,2020-06-22 19:34:52.206140,VG,elk
yunxia,0:13:23,2020-06-22 19:34:52.206140,VG,elk
zhw,20:38:00,2020-06-22 19:34:52.206140,VG,elk
xyhu,1:15:33,2020-06-22 19:34:52.206140,VG,elk
leiwa,15:13:13,2020-06-22 19:34:52.206140,VG,elk
jundeng,0:18:53,2020-06-22 19:34:52.206140,VG,elk
yilu,13:33:58,2020-06-22 19:34:52.206140,VG,elk
htyang,11:26:08,2020-06-22 19:34:52.206140,VG,elk
shgu,11:37:49,2020-06-22 19:34:52.206140,VG,elk
ttli,12:33:37,2020-06-22 19:34:52.206140,VG,elk
yanfeng,9:18:58,2020-06-22 19:34:52.206140,VG,elk
jfang,0:04:51,2020-06-22 19:34:52.206140,VG,elk
jcao,11:33:51,2020-06-22 19:34:52.206140,VG,elk
nfan,2:33:18,2020-06-22 19:34:52.206140,VG,elk
gyjin,3:42:49,2020-06-22 19:34:52.206140,VG,elk
zhenzhen,6:48:41,2020-06-22 19:34:52.206140,VG,elk
liuk,5:24:36,2020-06-22 19:34:52.206140,VG,elk
zffei,8:37:58,2020-06-22 19:34:52.206140,VG,elk
yichun,4:40:47,2020-06-22 19:34:52.206140,VG,elk
xiaoyu,2:51:39,2020-06-22 19:34:52.206140,VG,elk
lielin,2:24:53,2020-06-22 19:34:52.206140,VG,elk
weizhang,9:38:02,2020-06-22 19:34:52.206140,VG,elk
zhu,13:57:18,2020-06-22 19:34:52.206140,VG,elk
stzhang,13:19:48,2020-06-22 19:34:52.206140,VG,elk
bgao,4:13:00,2020-06-22 19:34:52.206140,VG,elk
qingshan,3:12:34,2020-06-22 19:34:52.206140,VG,elk
zfyang,5:55:43,2020-06-22 19:34:52.206140,VG,elk
hou,13:42:43,2020-06-22 19:34:52.206140,VG,elk
shanfa,5:45:13,2020-06-22 19:34:52.206140,VG,elk
yuanh,10:24:17,2020-06-22 19:34:52.206140,VG,elk
qsye,11:09:11,2020-06-22 19:34:52.206140,VG,elk
sfshi,2:21:14,2020-06-22 19:34:52.206140,VG,elk
liangw,1:56:30,2020-06-22 19:34:52.206140,VG,elk
zhiyuay,0:10:42,2020-06-22 19:34:52.206140,VG,elk
jietang,11:43:02,2020-06-22 19:34:52.206140,VG,elk
zfzhu,8:12:11,2020-06-22 19:34:52.206140,VG,elk
leonli,13:09:35,2020-06-22 19:34:52.206140,VG,elk
zhenyu,9:14:11,2020-06-22 19:34:52.206140,VG,elk
yuzh,12:43:43,2020-06-22 19:34:52.206140,VG,elk
gye,11:33:28,2020-06-22 19:34:52.206140,VG,elk
xieh,11:10:58,2020-06-22 19:34:52.206140,VG,elk
xingw,14:48:04,2020-06-22 19:34:52.206140,VG,elk
ypzhang,10:05:38,2020-06-22 19:34:52.206140,VG,elk
huanping,13:04:00,2020-06-22 19:34:52.206140,VG,elk
jxw,2:23:07,2020-06-22 19:34:52.206140,VG,elk
zeng,2:20:11,2020-06-22 19:34:52.206140,VG,elk
yingy,12:47:50,2020-06-22 19:34:52.206140,VG,elk
xzha,2:36:21,2020-06-22 19:34:52.206140,VG,elk
zheli,10:50:42,2020-06-22 19:34:52.206140,VG,elk
zsun,0:33:17,2020-06-22 19:34:52.206140,VG,elk
ran,0:56:37,2020-06-22 19:34:52.206140,VG,elk
jhzhang,1:39:50,2020-06-22 19:34:52.206140,VG,elk
enchen,4:15:32,2020-06-22 19:34:52.206140,VG,elk
tra,0:14:28,2020-06-22 19:34:52.206140,VG,elk
yhu,1:31:31,2020-06-22 19:34:52.206140,VG,elk
ziqi,3:39:48,2020-06-22 19:34:52.206140,VG,elk
yanqings,1:28:51,2020-06-22 19:34:52.206140,VG,elk
xiaowei,1:54:37,2020-06-22 19:34:52.206140,VG,elk
terryc,0:33:23,2020-06-22 19:34:52.206140,VG,elk
jnhuang,1:13:28,2020-06-22 19:34:52.206140,VG,elk
mengjiao,13:39:46,2020-06-22 19:34:52.206140,VG,elk
donchu,0:48:41,2020-06-22 19:34:52.206140,VG,elk
lih,0:14:36,2020-06-22 19:34:52.206140,VG,elk
clzhang,7:41:24,2020-06-22 19:34:52.206140,VG,elk
yanqing,0:10:32,2020-06-22 19:34:52.206140,VG,elk
ander,0:33:41,2020-06-22 19:34:52.206140,VG,elk
lshi,8:18:00,2020-06-22 19:34:52.206140,VG,elk
jiayu,5:06:11,2020-06-22 19:34:52.206140,VG,elk
huic,16:12:06,2020-06-22 19:34:52.206140,VG,elk
irisw,2:01:28,2020-06-22 19:34:52.206140,VG,elk
xche,20:33:10,2020-06-22 19:34:52.206140,VG,elk
qhuan,8:56:24,2020-06-22 19:34:52.206140,VG,elk
aoli,1:39:13,2020-06-22 19:34:52.206140,VG,elk
elliezly,3:14:18,2020-06-22 19:34:52.206140,VG,elk
